model,router_type,training_method,seed,target_density,actual_density,lambda_density,lambda_grpo,val_loss,val_perplexity,val_accuracy,layers_per_token,compute_fraction,skip_fraction,parameter_count,active_parameter_estimate,training_time_sec,seconds_per_step,tokens_per_sec,generation_tokens_per_sec,generation_ms_per_token,mean_reward,pearson_nll_depth,spearman_nll_depth,checkpoint,source,paper_reproduction,n_layers,effective_target_depth,learning_rate,estimated_executed_block_flops_per_sequence,dense_block_flops_per_sequence
dense,none,supervised,42,1.0,1.0,0.0,nan,1.969000322818756,7.163511708517262,0.41943359375,4.0,1.0,0.0,1344384,1344384.0,59.878805834334344,0.05669463155604899,68404.83778738561,110.79588146960258,9.025606247596443,nan,nan,nan,experiments/paper_core_exact_1000/paper_dense_L04_seed42/checkpoints/best_val_loss.pt,experiments/paper_core_exact_1000/paper_dense_L04_seed42/summary.json,True,nan,nan,nan,369098752.0,369098752.0
sparse,linear,supervised,42,0.5,0.5812176513671875,0.1,nan,3.019400177001953,20.479004221700777,0.18859375,4.6497412109375,0.5812176513671875,0.4187823486328125,2665856,1350454.5359375,191.6828885418363,0.12113739968789741,21368.626230327365,25.485301735592124,39.238303331658244,nan,-0.05637802730929143,-0.06758879240574395,experiments/paper_core_exact_1000/paper_skip_L08_P050_Eff04_seed42/checkpoints/best_val_loss.pt,experiments/paper_core_exact_1000/paper_skip_L08_P050_Eff04_seed42/summary.json,True,nan,nan,nan,404200448.0,738197504.0
