step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability
300,train,2.30930757522583,10.067451288341484,0.320556640625,,,,2.30930757522583,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029888055605748994,0.7443943619728088,0.0,0.7443943619728088,1232896,0.16365374997258186,25028.451842296516,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,train,2.295926332473755,9.933633599001162,0.33642578125,,,,2.295926332473755,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029864708913588306,0.7956185340881348,0.0,0.7956185340881348,1314816,0.1659207083284855,24686.490560845763,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
340,train,2.2734694480895996,9.713041315978813,0.313720703125,,,,2.2734694480895996,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002983916476066029,0.8022089004516602,0.0,0.8022089004516602,1396736,0.16459862468764186,24884.776575581738,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
360,train,2.260568857192993,9.588542126798709,0.338623046875,,,,2.260568857192993,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002981142734700209,0.7635181546211243,0.0,0.7635181546211243,1478656,0.17788545787334442,23026.053107254997,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
380,train,2.2336983680725098,9.334324087192174,0.346435546875,,,,2.2336983680725098,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002978150123327258,0.7567065954208374,0.0,0.7567065954208374,1560576,0.16354450024664402,25045.171154167572,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,train,2.2132701873779297,9.145575289212744,0.343994140625,,,,2.2132701873779297,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002974939134000249,0.8180838227272034,0.0,0.8180838227272034,1642496,0.16480133309960365,24854.16788178791,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
420,train,2.1985225677490234,9.011689498502545,0.34765625,,,,2.1985225677490234,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002971510294678535,0.7691805362701416,0.0,0.7691805362701416,1724416,0.16649779211729765,24600.92682258735,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
440,train,2.1770994663238525,8.820684425965565,0.359375,,,,2.1770994663238525,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029678641691409396,0.8421375155448914,0.0,0.8421375155448914,1806336,0.16590350028127432,24689.0511234278,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
460,train,2.192457675933838,8.957199980162477,0.36279296875,,,,2.192457675933838,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002964001356893063,0.8259492516517639,0.0,0.8259492516517639,1888256,0.16628025006502867,24633.111860236808,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
480,train,2.1807680130004883,8.853102946572113,0.355712890625,,,,2.1807680130004883,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029599224930687063,0.7111657857894897,0.0,0.7111657857894897,1970176,0.16926441714167595,24198.824946011002,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
499,validation,,,,2.1269201755523683,8.388990366817932,0.371259765625,,0.0,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,,,,,,,,2.653614291921258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
500,train,2.1276330947875977,8.394973171789562,0.360107421875,,,,2.1276330947875977,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029556282483254393,0.8833122849464417,0.0,0.8833122849464417,2052096,0.1969943749718368,20792.4718692378,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
520,train,2.0809226036071777,8.011857273929769,0.37255859375,,,,2.0809226036071777,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029511193287343353,0.7551481127738953,0.0,0.7551481127738953,2134016,0.17923670914024115,22852.461527817635,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
540,train,2.1430888175964355,8.52573142886475,0.358642578125,,,,2.1430888175964355,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029463964756638725,0.8695096373558044,0.0,0.8695096373558044,2215936,0.18192300014197826,22515.020073346175,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
560,train,2.050187587738037,7.769358405986102,0.384033203125,,,,2.050187587738037,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002941460465658037,0.7952038645744324,0.0,0.7952038645744324,2297856,0.18840462481603026,21740.442964176615,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
580,train,2.0551295280456543,7.8078491425807774,0.394775390625,,,,2.0551295280456543,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029363121103086404,0.7662476301193237,0.0,0.7662476301193237,2379776,0.20891079166904092,19606.45482828352,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
600,train,2.072828531265259,7.9472704593476005,0.3857421875,,,,2.072828531265259,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002930952256121879,0.9064111113548279,0.0,0.9064111113548279,2461696,0.20838508289307356,19655.91751162792,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
620,train,2.00813627243042,7.449420710813235,0.411376953125,,,,2.00813627243042,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002925381784379147,0.9666631817817688,0.0,0.9666631817817688,2543616,0.21649608295410872,18919.510894191284,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
640,train,2.059601306915283,7.842842299911992,0.38623046875,,,,2.059601306915283,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002919601610992131,0.7606796026229858,0.0,0.7606796026229858,2625536,0.24717462481930852,16571.2803367024,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
660,train,2.0144739151000977,7.496782399578044,0.404296875,,,,2.0144739151000977,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029136126863522205,0.7794017791748047,0.0,0.7794017791748047,2707456,0.265771166421473,15411.754612629276,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
680,train,1.994044303894043,7.345179912603351,0.413818359375,,,,1.994044303894043,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00029074159951742346,0.8231141567230225,0.0,0.8231141567230225,2789376,0.26498100021854043,15457.71204962569,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
700,train,2.0029101371765137,7.410590584739579,0.410888671875,,,,2.0029101371765137,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002901012556334517,0.7530452013015747,0.0,0.7530452013015747,2871296,0.2573943752795458,15913.32365189215,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
720,train,1.9299442768096924,6.889126346786996,0.4326171875,,,,1.9299442768096924,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028944034227034083,0.8233628273010254,0.0,0.8233628273010254,2953216,0.2450002497062087,16718.350307445424,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
740,train,1.9681602716445923,7.157496518982638,0.4130859375,,,,1.9681602716445923,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028875896809721314,0.8319171667098999,0.0,0.8319171667098999,3035136,0.2860963339917362,14316.855944467685,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
749,validation,,,,1.9977701449394225,7.372597931279286,0.4108984375,,0.0,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,,,,,,,,5.442456957884133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
760,train,1.9761033058166504,7.214575147066894,0.412841796875,,,,1.9761033058166504,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028805724514741114,0.7854399085044861,0.0,0.7854399085044861,3117056,0.2514855000190437,16287.221329618731,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
780,train,1.9665985107421875,7.146326945132367,0.417236328125,,,,1.9665985107421875,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002873352888000772,0.8231198787689209,0.0,0.8231198787689209,3198976,0.26161595806479454,15656.537278148537,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800,train,1.9526983499526978,7.047679050682898,0.4130859375,,,,1.9526983499526978,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028659321776118243,0.8372587561607361,0.0,0.8372587561607361,3280896,0.29134837491437793,14058.770711193227,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,train,1.954235553741455,7.058521100706765,0.408935546875,,,,1.954235553741455,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002858311540440085,0.8790440559387207,0.0,0.8790440559387207,3362816,0.27054841723293066,15139.619155389546,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
840,train,1.9011977910995483,6.693907545188388,0.427734375,,,,1.9011977910995483,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002850492229490863,0.8556272983551025,0.0,0.8556272983551025,3444736,0.2799856667406857,14629.32030657695,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
860,train,1.8438562154769897,6.320865945570259,0.4541015625,,,,1.8438562154769897,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028424755304359324,0.8383445143699646,0.0,0.8383445143699646,3526656,0.2601112499833107,15747.108209517306,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
880,train,1.9060659408569336,6.726573937512333,0.421142578125,,,,1.9060659408569336,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028342627614021435,0.8233723640441895,0.0,0.8233723640441895,3608576,0.30640495801344514,13367.929900861025,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
900,train,1.875067949295044,6.521262220446448,0.439697265625,,,,1.875067949295044,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002825855272754691,0.8331494927406311,0.0,0.8331494927406311,3690496,0.25580550031736493,16012.165473057852,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
920,train,1.8258522748947144,6.208083758986688,0.44482421875,,,,1.8258522748947144,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002817254446875081,0.8644619584083557,0.0,0.8644619584083557,3772416,0.3241323339752853,12636.813951157108,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
940,train,1.885995864868164,6.592916828095669,0.440185546875,,,,1.885995864868164,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00028084616979338407,0.8993640542030334,0.0,0.8993640542030334,3854336,0.2737887091934681,14960.44161962001,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
960,train,1.8917611837387085,6.63103687742751,0.43359375,,,,1.8917611837387085,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027994784716579927,0.9097561240196228,0.0,0.9097561240196228,3936256,0.30997283291071653,13214.061250263816,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
980,train,1.7695903778076172,5.868449022026551,0.467041015625,,,,1.7695903778076172,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027903062450933475,0.7592282295227051,0.0,0.7592282295227051,4018176,0.2781280828639865,14727.027770162551,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
999,validation,,,,1.8969427156448364,6.665484976468124,0.4372705078125,,0.0,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,,,,,,,,3.7721540001221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,train,1.828263521194458,6.223071039730188,0.45166015625,,,,1.828263521194458,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002780946526361643,0.9162003993988037,0.0,0.9162003993988037,4100096,0.2148905829526484,19060.86317846028,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1020,train,1.7661223411560059,5.8481322757034215,0.46533203125,,,,1.7661223411560059,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002771400854412573,0.8239767551422119,0.0,0.8239767551422119,4182016,0.22991770785301924,17815.069740598112,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1040,train,1.7922285795211792,6.002815322055393,0.46435546875,,,,1.7922285795211792,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027616707987707535,0.862716794013977,0.0,0.862716794013977,4263936,0.2690167920663953,15225.815342371185,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1060,train,1.8063039779663086,6.087904768638187,0.46484375,,,,1.8063039779663086,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027517579592776516,0.9958391785621643,0.0,0.9958391785621643,4345856,0.27399170864373446,14949.357483389911,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1080,train,1.8430476188659668,6.315756980612182,0.448974609375,,,,1.8430476188659668,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027416639658285407,0.8674668073654175,0.0,0.8674668073654175,4427776,0.22651495784521103,18082.691045944088,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1100,train,1.7944238185882568,6.016007411359926,0.458251953125,,,,1.7944238185882568,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027313904781045063,0.8089182376861572,0.0,0.8089182376861572,4509696,0.2290383749641478,17883.466037694172,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1120,train,1.6771132946014404,5.350089526009408,0.495361328125,,,,1.6771132946014404,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027209391852995554,0.77193284034729,0.0,0.77193284034729,4591616,0.24788216594606638,16523.980191827104,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1140,train,1.7922494411468506,6.0029405518478605,0.460205078125,,,,1.7922494411468506,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00027103118058428784,0.8835020661354065,0.0,0.8835020661354065,4673536,0.24315858399495482,16844.973896068524,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1160,train,1.7262046337127686,5.619286135658411,0.4853515625,,,,1.7262046337127686,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00026995100871162977,0.8139556050300598,0.0,0.8139556050300598,4755456,0.24514858378097415,16708.234397387077,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1180,train,1.7780630588531494,5.9183817521633335,0.46533203125,,,,1.7780630588531494,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002688535805166958,0.801790714263916,0.0,0.801790714263916,4837376,0.2785379169508815,14705.358770677909,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1200,train,1.7402725219726562,5.698896285525451,0.474365234375,,,,1.7402725219726562,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00026773907644153075,0.8629712462425232,0.0,0.8629712462425232,4919296,0.2301965421065688,17793.490564700875,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1220,train,1.659055471420288,5.254345620311917,0.49169921875,,,,1.659055471420288,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00026660767973584067,0.806889533996582,0.0,0.806889533996582,5001216,0.2308685421012342,17741.698209381568,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1240,train,1.74998140335083,5.754495660673719,0.474853515625,,,,1.74998140335083,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.00026545957642686263,0.8519567251205444,0.0,0.8519567251205444,5083136,0.3414182076230645,11997.016880019772,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1249,validation,,,,1.8126708889007568,6.126789572761971,0.462685546875,,0.0,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,,,,,,,,3.754276624880731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1260,train,1.7037407159805298,5.494462220363753,0.494384765625,,,,1.7037407159805298,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002642949552887775,0.8288514614105225,0.0,0.8288514614105225,5165056,0.393843166064471,10400.078896708586,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1280,train,1.7449357509613037,5.725533603573673,0.474853515625,,,,1.7449357509613037,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0002631140078116713,0.7972076535224915,0.0,0.7972076535224915,5246976,0.24076266679912806,17012.60438113254,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
