model,router_type,training_method,target_density,lambda_density,lambda_grpo,num_seeds,val_loss_mean,val_loss_std,val_perplexity_mean,val_perplexity_std,val_accuracy_mean,val_accuracy_std,layers_per_token_mean,layers_per_token_std,compute_fraction_mean,compute_fraction_std,skip_fraction_mean,skip_fraction_std,training_time_sec_mean,training_time_sec_std,seconds_per_step_mean,seconds_per_step_std,tokens_per_sec_mean,tokens_per_sec_std,generation_tokens_per_sec_mean,generation_tokens_per_sec_std
dense,none,supervised,1.0,0.0,nan,1,3.514523148536682,0.0,33.59990194081188,0.0,0.109375,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0104799158871174,0.0,0.044297456135973336,0.0,1266.7248303260599,0.0,4.991652499979757,0.0
sparse,linear,supervised,0.5,0.1,nan,1,3.477164149284363,0.0,32.36780154783561,0.0,0.1171875,0.0,3.859375,0.0,0.96484375,0.0,0.03515625,0.0,1.181630958802998,0.0,0.04667746028862894,0.0,1083.2485307397926,0.0,58.82540402565849,0.0
