model,router_type,training_method,target_density,lambda_density,lambda_grpo,num_seeds,val_loss_mean,val_loss_std,val_perplexity_mean,val_perplexity_std,val_accuracy_mean,val_accuracy_std,layers_per_token_mean,layers_per_token_std,compute_fraction_mean,compute_fraction_std,skip_fraction_mean,skip_fraction_std,training_time_sec_mean,training_time_sec_std,seconds_per_step_mean,seconds_per_step_std,tokens_per_sec_mean,tokens_per_sec_std,generation_tokens_per_sec_mean,generation_tokens_per_sec_std
dense,none,supervised,1.0,0.0,nan,1,4.019653797149658,0.0,55.68182528287339,0.0,0.09375,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5701841250993311,0.0,0.2470299790147692,0.0,224.48888765133765,0.0,79.31200194176463,0.0
sparse,linear,supervised,0.5,0.1,nan,1,4.030447959899902,0.0,56.286119525025796,0.0,0.09375,0.0,2.3046875,0.0,0.576171875,0.0,0.423828125,0.0,2.515529166907072,0.0,0.09546674997545779,0.0,50.883926008053535,0.0,7.627674157218269,0.0
