step,split,mean_reward,reward_std,best_group_reward,worst_group_reward,mean_ce_component,mean_compute_penalty,mean_kl,mean_advantage,advantage_std,policy_loss,total_policy_loss,routing_entropy,clip_fraction,mean_probability_ratio,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,val_loss,val_perplexity,val_accuracy,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,validation_time_sec
0,grpo_train,-1.4595186710357666,0.1865823119878769,-1.4570379257202148,-1.4623981714248657,1.3599581718444824,0.09956055134534836,8.744804347315949e-08,-1.6808509826660156e-05,0.9994635581970215,1.4399760402739048e-05,1.4400635336642154e-05,0.025450289249420166,0.0,1.0000016689300537,9.999977793408364e-05,0.001599313342012465,0.001599313342012465,0.0,4096,0.4824790828861296,8489.487203254988,,,,,,,,,
10,grpo_train,-1.3374179601669312,0.1616097241640091,-1.3341634273529053,-1.3414618968963623,1.2379032373428345,0.09951476752758026,1.0411376933916472e-05,2.9159709811210632e-06,0.9995872974395752,-3.6279670894145966e-06,-3.523853365550167e-06,0.024445872753858566,0.0,0.9999989867210388,9.997313267597379e-05,0.0025585039984434843,0.0025585039984434843,0.0,45056,0.47512833308428526,8620.828763064717,,,,,,,,,
20,grpo_train,-1.4623725414276123,0.15383711457252502,-1.4574029445648193,-1.4678122997283936,1.3629186153411865,0.09945373237133026,9.543274245515931e-06,1.622270792722702e-05,0.9995911717414856,-1.6115140169858932e-05,-1.60197068908019e-05,0.02490955963730812,0.0,0.9999998807907104,9.990210436558489e-05,0.0033285156823694706,0.0033285156823694706,0.0,86016,0.47536720894277096,8616.496727045205,,,,,,,,,
30,grpo_train,-1.3614269495010376,0.1937156617641449,-1.357597827911377,-1.366214632987976,1.2619121074676514,0.09951477497816086,2.522231443435885e-05,-1.0365620255470276e-05,0.9996185898780823,8.958391845226288e-06,9.21061473491136e-06,0.0238602627068758,0.0,1.0000001192092896,9.978676309928387e-05,0.0037001431919634342,0.0037001431919634342,0.0,126976,0.5735312500037253,7141.720699566754,,,,,,,,,
40,grpo_train,-1.4119434356689453,0.13277652859687805,-1.4092284440994263,-1.4153368473052979,1.3123950958251953,0.09954833984375,6.625671812798828e-05,-5.342066287994385e-06,0.9994851350784302,5.20097091794014e-06,5.863538262929069e-06,0.022622523829340935,0.0,0.9999999403953552,9.962722270497532e-05,0.001462604384869337,0.001462604384869337,0.0,167936,0.5365838748402894,7633.47575664503,,,,,,,,,
50,grpo_train,-1.4372258186340332,0.2615307867527008,-1.4337928295135498,-1.4411702156066895,1.3376041650772095,0.09962157905101776,9.244767716154456e-05,-3.4831464290618896e-06,0.9992666840553284,3.559165634214878e-06,4.483642442210112e-06,0.021878238767385483,0.0,1.0000009536743164,9.942364062976685e-05,0.0013156088534742594,0.0013156088534742594,0.0,208896,0.5585142080672085,7333.743601930195,,,,,,,,,
60,grpo_train,-1.3305338621139526,0.14854905009269714,-1.3273065090179443,-1.333587408065796,1.2309305667877197,0.09960327297449112,0.00010219465184491128,-3.061257302761078e-06,0.9995318055152893,2.8945505619049072e-06,3.916497007594444e-06,0.022052735090255737,0.0,1.0000001192092896,9.917621778458792e-05,0.0033349432051181793,0.0033349432051181793,0.0,249856,0.47617770871147513,8601.830629753065,,,,,,,,,
70,grpo_train,-1.4318220615386963,0.1529398411512375,-1.4283171892166138,-1.4358799457550049,1.3322492837905884,0.09957275539636612,0.00010344483598601073,1.239776611328125e-05,0.9994943141937256,-1.2776930816471577e-05,-1.174248245661147e-05,0.0219682976603508,0.0,1.0,9.888519834591501e-05,0.0009659355855546892,0.0009659355855546892,0.0,290816,0.4698506249114871,8717.664259298635,,,,,,,,,
80,grpo_train,-1.3057729005813599,0.14400355517864227,-1.3032453060150146,-1.3090226650238037,1.2062519788742065,0.09952086955308914,6.785431469324976e-05,-9.763985872268677e-06,0.9994023442268372,9.393785148859024e-06,1.0072328223031946e-05,0.022433515638113022,0.0,0.9999998807907104,9.85508695147989e-05,0.00614128028973937,0.00614128028973937,0.0,331776,0.48691904125735164,8412.076039218065,,,,,,,,,
90,grpo_train,-1.492943525314331,0.12197831273078918,-1.4900290966033936,-1.496027946472168,1.3933464288711548,0.09959717094898224,9.294502524426207e-05,-1.3080425560474396e-05,0.9993566870689392,1.310231164097786e-05,1.4031761566002388e-05,0.022250505164265633,0.0,1.0000001192092896,9.817356123343189e-05,0.002202576259151101,0.002202576259151101,0.0,372736,0.47838820796459913,8562.083955679578,,,,,,,,,
