step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability
0,train,4.174639701843262,65.01641014773124,0.0205078125,,,,4.174639701843262,0.16018769145011902,0.0,0.5,0.9000154733657837,0.90020751953125,7.20166015625,0.90020751953125,0.09979248046875,0.3250488340854645,2.9999999999999997e-05,5.660778522491455,0.009718812070786953,5.660770416259766,4096,0.37704191729426384,10863.513609823018,,0.892578125,0.90380859375,0.90478515625,0.89892578125,0.8994140625,0.8935546875,0.905029296875,0.903564453125,0.9000506401062012,0.9000331163406372,0.9000584483146667,0.900091290473938,0.899891197681427,0.9000999927520752,0.8998485803604126,0.9000507593154907
20,train,3.458509922027588,31.76960204340806,0.152587890625,,,,3.458509922027588,0.16114813089370728,0.0,0.5,0.9004862904548645,0.90142822265625,7.21142578125,0.90142822265625,0.09857177734375,0.3240129351615906,6.599999999999999e-05,1.1507548093795776,0.004385992418974638,1.150746464729309,86016,0.646680791862309,6333.882267021345,,0.900634765625,0.89892578125,0.901611328125,0.90087890625,0.905517578125,0.899658203125,0.90234375,0.90185546875,0.9002740383148193,0.899969220161438,0.900574266910553,0.9006136655807495,0.9004911184310913,0.9005938768386841,0.9006100296974182,0.9007638692855835
40,train,3.070439338684082,21.551368945473417,0.22705078125,,,,3.070439338684082,0.16425350308418274,0.0,0.5,0.901483952999115,0.905242919921875,7.241943359375,0.905242919921875,0.094757080078125,0.3218095898628235,0.00012599999999999997,1.5785870552062988,0.04120340943336487,1.5780491828918457,167936,0.3035149578936398,13495.216276739,,0.9169921875,0.898681640625,0.90478515625,0.90234375,0.8984375,0.904541015625,0.907470703125,0.90869140625,0.9011418223381042,0.9011023044586182,0.9017429351806641,0.901753842830658,0.9016939997673035,0.9015219807624817,0.9012981653213501,0.9016166925430298
60,train,2.785160779953003,16.202422692114972,0.258056640625,,,,2.785160779953003,0.16412216424942017,0.0,0.5,0.9050780534744263,0.905059814453125,7.240478515625,0.905059814453125,0.094940185546875,0.3137603998184204,0.000186,1.1342829465866089,0.0566619373857975,1.1328667402267456,249856,0.27594870794564486,14843.338207645502,,0.91259765625,0.895751953125,0.90380859375,0.902587890625,0.893310546875,0.91162109375,0.910888671875,0.909912109375,0.9028255939483643,0.9034609794616699,0.9044433832168579,0.9049252271652222,0.905462384223938,0.905868411064148,0.9061272144317627,0.9075108766555786
80,train,2.6438684463500977,14.0675179223553,0.27978515625,,,,2.6438684463500977,0.17031145095825195,0.0,0.5,0.9131120443344116,0.91265869140625,7.30126953125,0.91265869140625,0.08734130859375,0.2950073778629303,0.00024599999999999996,1.0685570240020752,0.03826889023184776,1.0678715705871582,331776,0.2739247498102486,14953.011740769516,,0.907470703125,0.9052734375,0.911376953125,0.913330078125,0.91552734375,0.909423828125,0.91943359375,0.91943359375,0.9054150581359863,0.9077119827270508,0.9099029302597046,0.9122767448425293,0.9141289591789246,0.9164525866508484,0.9176315665245056,0.9213768243789673
100,train,2.5913643836975098,13.347970938877921,0.263427734375,,,,2.5913643836975098,0.18194010853767395,0.0,0.5,0.9252597689628601,0.926422119140625,7.411376953125,0.926422119140625,0.073577880859375,0.26455146074295044,0.0002999999722532997,0.7629353404045105,0.0337572880089283,0.762188196182251,413696,0.27295208303257823,15006.296909304485,,0.907470703125,0.918212890625,0.91796875,0.931396484375,0.93212890625,0.934326171875,0.928955078125,0.94091796875,0.9090983867645264,0.9144591093063354,0.9192395806312561,0.9245645403862,0.9291016459465027,0.9318245053291321,0.9347368478775024,0.9390536546707153
120,train,2.5336761474609375,12.599739604834902,0.27099609375,,,,2.5336761474609375,0.19208142161369324,0.0,0.5,0.9376953840255737,0.938079833984375,7.504638671875,0.938079833984375,0.061920166015625,0.23088546097278595,0.0002999877638895945,1.4505022764205933,0.025853699073195457,1.4502718448638916,495616,0.2807948337867856,14587.162964366336,,0.912841796875,0.92724609375,0.93115234375,0.9375,0.951171875,0.942138671875,0.951171875,0.951416015625,0.9140402674674988,0.9243243932723999,0.9331316947937012,0.9392690062522888,0.9442381262779236,0.9455039501190186,0.9487775564193726,0.9522775411605835
140,train,2.5378339290618896,12.65223562821522,0.2685546875,,,,2.5378339290618896,0.20029041171073914,0.0,0.5,0.9476245045661926,0.947357177734375,7.578857421875,0.947357177734375,0.052642822265625,0.20175358653068542,0.0002999533604809292,0.7122705578804016,0.024507567286491394,0.711848795413971,577536,0.2889883751049638,14173.58050652483,,0.920166015625,0.934814453125,0.946533203125,0.952880859375,0.960205078125,0.955078125,0.9501953125,0.958984375,0.9199693202972412,0.9351808428764343,0.9468966722488403,0.9521679878234863,0.9561479687690735,0.9556784629821777,0.9567948579788208,0.9581600427627563
160,train,2.509671449661255,12.300887935627907,0.286376953125,,,,2.509671449661255,0.2077437937259674,0.0,0.5,0.954806923866272,0.955596923828125,7.644775390625,0.955596923828125,0.044403076171875,0.17899289727210999,0.0002998967676840031,0.6878716349601746,0.029755929484963417,0.6872277855873108,659456,0.2879207502119243,14226.136869208405,,0.92724609375,0.940185546875,0.96044921875,0.96337890625,0.963134765625,0.9599609375,0.968017578125,0.96240234375,0.9265953302383423,0.9439367055892944,0.9549224972724915,0.9603854417800903,0.9632218480110168,0.9618152379989624,0.9635719060897827,0.9640061855316162
180,train,2.5036234855651855,12.226717124329364,0.281005859375,,,,2.5036234855651855,0.21362993121147156,0.0,0.5,0.9627417325973511,0.9620361328125,7.6962890625,0.9620361328125,0.0379638671875,0.153718501329422,0.0002998179948039535,0.7398913502693176,0.03470925614237785,0.7390767931938171,741376,0.28591879177838564,14325.746043214926,,0.9326171875,0.953857421875,0.966796875,0.972900390625,0.96826171875,0.971435546875,0.965087890625,0.96533203125,0.934080958366394,0.9551112651824951,0.9661728739738464,0.9703851938247681,0.9707931876182556,0.9685531854629517,0.9683266282081604,0.9685107469558716
200,train,2.458461284637451,11.686815015963319,0.291259765625,,,,2.458461284637451,0.2198009192943573,0.0,0.5,0.9676594138145447,0.968719482421875,7.749755859375,0.968719482421875,0.031280517578125,0.1371190994977951,0.00029971705479282546,0.7426084280014038,0.026583367958664894,0.7421324253082275,823296,0.29373783292248845,13944.407362332699,,0.944580078125,0.96240234375,0.970458984375,0.97900390625,0.975341796875,0.9716796875,0.97265625,0.9736328125,0.9413712024688721,0.9627445340156555,0.9733067750930786,0.9742137789726257,0.974848747253418,0.9724156856536865,0.9713601469993591,0.9710144400596619
220,train,2.43917179107666,11.463542601839277,0.29150390625,,,,2.43917179107666,0.22384551167488098,0.0,0.5,0.9739964008331299,0.972991943359375,7.783935546875,0.972991943359375,0.027008056640625,0.11664147675037384,0.00029959396424744254,0.6862531304359436,0.023646002635359764,0.6858456134796143,905216,0.36186637496575713,11319.095343930749,,0.945068359375,0.969482421875,0.97705078125,0.981201171875,0.979736328125,0.980712890625,0.974609375,0.97607421875,0.9493356943130493,0.971889853477478,0.9801716804504395,0.9796098470687866,0.9806854128837585,0.9774441719055176,0.977323055267334,0.9755113124847412
240,train,2.404132127761841,11.068819791044582,0.301025390625,,,,2.404132127761841,0.22866809368133545,0.0,0.5,0.9797157645225525,0.97808837890625,7.82470703125,0.97808837890625,0.02191162109375,0.09656713157892227,0.0002994487434066776,0.6409984827041626,0.03421115130186081,0.6400849223136902,987136,0.2703474583104253,15150.872975091137,,0.952392578125,0.97998046875,0.986328125,0.98291015625,0.983642578125,0.979248046875,0.98095703125,0.979248046875,0.9572030305862427,0.9802059531211853,0.9867118000984192,0.985334575176239,0.9855515956878662,0.9812794923782349,0.9814083576202393,0.9800315499305725
249,validation,,,,2.417341361045837,11.216000344932416,0.2920458984375,,0.25,,0.5,0.9817582309246063,1.0,8.0,1.0,0.0,0.08884213998913765,,,,,,,,4.275226042140275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.960368812084198,0.9823260307312012,0.9885200262069702,0.9875414371490479,0.9871065616607666,0.9825535416603088,0.9834562540054321,0.9821934700012207
260,train,2.4316935539245605,11.378135257872426,0.287353515625,,,,2.4316935539245605,0.23340141773223877,0.0,0.5,0.9836536645889282,0.983062744140625,7.864501953125,0.983062744140625,0.016937255859375,0.08123992383480072,0.00029928141614812506,0.7782911062240601,0.021421626210212708,0.7779962420463562,1069056,0.29799049999564886,13745.404635583376,,0.966796875,0.985595703125,0.989501953125,0.990234375,0.98876953125,0.9833984375,0.98046875,0.979736328125,0.9641634821891785,0.9853983521461487,0.9902903437614441,0.989119291305542,0.9882997274398804,0.9833455085754395,0.9847691655158997,0.9838430881500244
280,train,2.3940072059631348,10.957314301011218,0.2998046875,,,,2.3940072059631348,0.23730269074440002,0.0,0.5,0.986901581287384,0.987091064453125,7.896728515625,0.987091064453125,0.012908935546875,0.06780970096588135,0.00029909200998417515,0.8436170816421509,0.02332117222249508,0.8432946801185608,1150976,0.5857693329453468,6992.513553764623,,0.971435546875,0.990966796875,0.994384765625,0.993408203125,0.98779296875,0.9873046875,0.98681640625,0.984619140625,0.970691442489624,0.9911811351776123,0.9934627413749695,0.9910963177680969,0.9907240271568298,0.9855664968490601,0.9868372678756714,0.9856530427932739
