step,split,mean_reward,reward_std,best_group_reward,worst_group_reward,mean_ce_component,mean_compute_penalty,mean_kl,mean_advantage,advantage_std,policy_loss,total_policy_loss,routing_entropy,clip_fraction,mean_probability_ratio,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,val_loss,val_perplexity,val_accuracy,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,validation_time_sec,estimated_block_flops,estimated_flops_vs_dense,budget_3_depth,budget_3_ce,budget_3_reward,budget_3_flops_vs_dense,budget_4_depth,budget_4_ce,budget_4_reward,budget_4_flops_vs_dense,budget_5_depth,budget_5_ce,budget_5_reward,budget_5_flops_vs_dense,budget_8_depth,budget_8_ce,budget_8_reward,budget_8_flops_vs_dense
120,grpo_train,-3.255185842514038,0.24303112924098969,-3.097034215927124,-3.4430456161499023,2.628446340560913,0.626739501953125,0.060190342366695404,8.966308087110519e-07,0.99998939037323,0.45580559968948364,0.4564075171947479,0.21580375730991364,0.80859375,1.0012493133544922,6.845683565152394e-05,0.06800604611635208,0.06800604611635208,0.0,495616,0.9341882080771029,4384.555451016717,,,,,,,,,,,,3.1376953125,2.9940900802612305,-3.3863019943237305,0.8963512073863636,4.0107421875,2.7533881664276123,-3.2547309398651123,1.0947709517045454,4.9072265625,2.5893499851226807,-3.2027533054351807,1.2985174005681819,8.0,2.1769566535949707,-3.1769566535949707,2.0014204545454546
130,grpo_train,-3.2345592975616455,0.1882934719324112,-3.110903024673462,-3.3870925903320312,2.6092238426208496,0.625335693359375,0.06868096441030502,-1.5227124094963074e-07,0.9999879002571106,0.2686549127101898,0.26934173703193665,0.22406145930290222,0.810791015625,1.0030866861343384,6.389458031706073e-05,0.0713106244802475,0.0713106244802475,0.0,536576,0.909444082994014,4503.850293374177,,,,,,,,,,,,3.1259765625,2.9481019973754883,-3.3388490676879883,0.8936878551136364,3.990234375,2.7428159713745117,-3.2415952682495117,1.0901100852272727,4.89453125,2.5392403602600098,-3.151057004928589,1.2956321022727273,8.0,2.2067360877990723,-3.2067360877990723,2.0014204545454546
140,grpo_train,-3.187479019165039,0.19991067051887512,-3.0427372455596924,-3.3674798011779785,2.563333511352539,0.6241455078125,0.07408829778432846,1.4202669262886047e-07,0.999991238117218,0.19970542192459106,0.20044630765914917,0.22506418824195862,0.8084512948989868,1.006007432937622,5.923487409933326e-05,0.0743248462677002,0.0743248462677002,0.0,577536,0.928364624734968,4412.059540904348,,,,,,,,,,,,3.099609375,2.9340639114379883,-3.3215150833129883,0.8876953125,3.986328125,2.6754441261291504,-3.1737351417541504,1.0892223011363635,4.88671875,2.4703898429870605,-3.0812296867370605,1.2938565340909092,8.0,2.1734352111816406,-3.1734354496002197,2.0014204545454546
149,validation,,,,,,,,,,,,0.21525767147541047,,,,,,,,,,2.1543264865875242,8.622081135665729,0.36796875,0.5388325661420822,0.5247802734375,4.1982421875,0.5247802734375,0.4752197265625,5.032828041352332,419807232.0,1.1373845880681819,,,,,,,,,,,,,,,,
150,grpo_train,-3.2490315437316895,0.133029043674469,-3.1276164054870605,-3.350141763687134,2.6244282722473145,0.624603271484375,0.08192823827266693,-8.116476237773895e-07,0.9999852180480957,0.067237488925457,0.06805676966905594,0.22987909615039825,0.8047078847885132,1.0164215564727783,5.4528769714769045e-05,0.07234930992126465,0.07234930992126465,0.0,618496,1.2840322079136968,3189.9511357703445,,,,,,,,,,,,3.107421875,2.9102163314819336,-3.2986440658569336,0.8894708806818182,4.0048828125,2.7657809257507324,-3.2663912773132324,1.0934392755681819,4.875,2.5329928398132324,-3.1423678398132324,1.2911931818181819,8.0,2.2887232303619385,-3.2887229919433594,2.0014204545454546
160,grpo_train,-3.1947832107543945,0.1572817862033844,-3.0920088291168213,-3.311337471008301,2.5699968338012695,0.624786376953125,0.08679173141717911,3.380700945854187e-07,0.9999832510948181,0.22990646958351135,0.230774387717247,0.23603129386901855,0.8024699091911316,1.0118154287338257,4.982782822782109e-05,0.07533092051744461,0.07533092051744461,0.0,659456,0.9441048330627382,4338.501251722551,,,,,,,,,,,,3.1220703125,2.899076461791992,-3.289335250854492,0.8928000710227273,3.9814453125,2.7074780464172363,-3.2051587104797363,1.0881125710227273,4.8896484375,2.5089592933654785,-3.1201651096343994,1.2945223721590908,8.0,2.1644742488861084,-3.1644740104675293,2.0014204545454546
170,grpo_train,-3.311122179031372,0.22964945435523987,-3.1628408432006836,-3.4718823432922363,2.686091661453247,0.625030517578125,0.09044810384511948,-2.096639946103096e-07,0.9999877214431763,0.34746021032333374,0.3483646810054779,0.23624317348003387,0.8035481572151184,1.0045008659362793,4.518355413715567e-05,0.08641216158866882,0.08641216158866882,0.0,700416,0.9756463752128184,4198.242420678842,,,,,,,,,,,,3.1201171875,3.0687291622161865,-3.4587433338165283,0.8923561789772727,3.990234375,2.8243930339813232,-3.3231723308563232,1.0901100852272727,4.890625,2.610645055770874,-3.221973180770874,1.2947443181818181,8.0,2.2405996322631836,-3.2405996322631836,2.0014204545454546
180,grpo_train,-3.2270498275756836,0.19391366839408875,-3.081969976425171,-3.3901565074920654,2.6019582748413086,0.625091552734375,0.09495887160301208,8.55419784784317e-07,0.9999896883964539,0.4110155403614044,0.41196513175964355,0.24116916954517365,0.8021036386489868,1.004101037979126,4.064683108158692e-05,0.07650182396173477,0.07650182396173477,0.0,741376,0.9094822918996215,4503.661078925185,,,,,,,,,,,,3.099609375,2.9699583053588867,-3.3574094772338867,0.8876953125,3.998046875,2.7026963233947754,-3.2024521827697754,1.0918856534090908,4.9052734375,2.572082996368408,-3.185242176055908,1.2980735085227273,8.0,2.1630959510803223,-3.1630959510803223,2.0014204545454546
190,grpo_train,-3.30965518951416,0.15334367752075195,-3.2122104167938232,-3.404736042022705,2.684258460998535,0.625396728515625,0.1109621673822403,1.4621764421463013e-07,0.9999842047691345,0.1831531524658203,0.18426276743412018,0.2519136369228363,0.7958577871322632,1.005200743675232,3.6267364348282024e-05,0.08435749262571335,0.08435749262571335,0.0,782336,1.4259017501026392,2872.5681834005477,,,,,,,,,,,,3.09765625,2.990434169769287,-3.377641201019287,0.8872514204545454,4.0087890625,2.815972328186035,-3.317070722579956,1.0943270596590908,4.90625,2.606992483139038,-3.220273494720459,1.2982954545454546,8.0,2.3236351013183594,-3.3236351013183594,2.0014204545454546
199,validation,,,,,,,,,,,,0.23110718354582788,,,,,,,,,,2.159050941467285,8.662912145144547,0.365771484375,0.5391783028841018,0.523797607421875,4.190380859375,0.523797607421875,0.476202392578125,5.562315207906067,419147776.0,1.1355979225852273,,,,,,,,,,,,,,,,
200,grpo_train,-3.2633399963378906,0.14420953392982483,-3.106274366378784,-3.437896490097046,2.6377601623535156,0.625579833984375,0.1090465784072876,2.635642886161804e-07,0.9999914765357971,0.39754706621170044,0.3986375331878662,0.24990494549274445,0.8005167245864868,0.9882669448852539,3.2093136291233364e-05,0.08104951679706573,0.08104951679706573,0.0,823296,1.3201006250455976,3102.7937736629133,,,,,,,,,,,,3.1005859375,3.0253303050994873,-3.4129035472869873,0.8879172585227273,3.99609375,2.800358295440674,-3.299870014190674,1.0914417613636365,4.921875,2.5323939323425293,-3.1476283073425293,1.3018465909090908,8.0,2.192957878112793,-3.192957878112793,2.0014204545454546
210,grpo_train,-3.316209316253662,0.168183371424675,-3.1736598014831543,-3.4658937454223633,2.691026210784912,0.62518310546875,0.12132923305034637,-8.586794137954712e-07,0.9999877214431763,0.29494714736938477,0.29616042971611023,0.25439268350601196,0.79669189453125,0.9972882270812988,2.8169880626547352e-05,0.0814913809299469,0.0814913809299469,0.0,864256,0.9387948326766491,4363.040631914932,,,,,,,,,,,,3.1005859375,3.067396879196167,-3.454970121383667,0.8879172585227273,4.00390625,2.809356212615967,-3.309844732284546,1.0932173295454546,4.9013671875,2.6161279678344727,-3.2287988662719727,1.2971857244318181,8.0,2.2712242603302,-3.2712244987487793,2.0014204545454546
220,grpo_train,-3.256756067276001,0.21977397799491882,-3.1435818672180176,-3.421241283416748,2.631420373916626,0.625335693359375,0.11624801158905029,5.150213837623596e-07,0.9999833106994629,0.3917929530143738,0.3929554224014282,0.24834679067134857,0.7990316152572632,0.9928648471832275,2.4540581364280337e-05,0.08486151695251465,0.08486151695251465,0.0,905216,0.9781537093222141,4187.480925506295,,,,,,,,,,,,3.08984375,3.0010364055633545,-3.3872668743133545,0.8854758522727273,4.0234375,2.7709879875183105,-3.2739176750183105,1.09765625,4.8974609375,2.557245969772339,-3.169428825378418,1.2962979403409092,8.0,2.196411371231079,-3.196411371231079,2.0014204545454546
230,grpo_train,-3.264068126678467,0.18118533492088318,-3.081411600112915,-3.440617561340332,2.639342784881592,0.624725341796875,0.11749604344367981,-5.727633833885193e-08,0.999991238117218,0.39244651794433594,0.3936214745044708,0.24907168745994568,0.8021240234375,0.9973803758621216,2.124500186662937e-05,0.07935605198144913,0.07935605198144913,0.0,946176,0.9874868751503527,4147.903230993679,,,,,,,,,,,,3.0927734375,3.013356924057007,-3.399953603744507,0.8861416903409091,3.9873046875,2.8328938484191895,-3.3313069343566895,1.0894442471590908,4.9111328125,2.5602197647094727,-3.1741113662719727,1.2994051846590908,8.0,2.1509010791778564,-3.1509010791778564,2.0014204545454546
240,grpo_train,-3.2878804206848145,0.1874985694885254,-3.126823902130127,-3.4372448921203613,2.6643147468566895,0.623565673828125,0.13015756011009216,1.993030309677124e-07,0.9999893307685852,0.27192264795303345,0.27322423458099365,0.2528969645500183,0.7952677011489868,1.0052390098571777,1.8319249192215093e-05,0.09620137512683868,0.09620137512683868,0.0,987136,0.9567740419879556,4281.052599932015,,,,,,,,,,,,3.0830078125,3.0368876457214355,-3.4222638607025146,0.8839222301136364,3.9951171875,2.7878382205963135,-3.2872278690338135,1.0912198153409092,4.8759765625,2.548854351043701,-3.158351421356201,1.2914151278409092,8.0,2.2836787700653076,-3.2836787700653076,2.0014204545454546
249,validation,,,,,,,,,,,,0.2402603045105934,,,,,,,,,,2.1610300660133364,8.68007410443688,0.365283203125,0.5382419973611832,0.522613525390625,4.180908203125,0.522613525390625,0.477386474609375,4.876552083995193,418353152.0,1.1334450461647727,,,,,,,,,,,,,,,,
250,grpo_train,-3.2156295776367188,0.24417996406555176,-3.0365161895751953,-3.4571218490600586,2.5904769897460938,0.625152587890625,0.12169723212718964,1.578591763973236e-07,0.9999924898147583,0.4341907501220703,0.43540772795677185,0.2534712553024292,0.7941080331802368,0.9951832294464111,1.5795378499591492e-05,0.0886538103222847,0.0886538103222847,0.0,1028096,1.3735542921349406,2982.0444837557257,,,,,,,,,,,,3.109375,3.0684499740600586,-3.4571218490600586,0.8899147727272727,3.982421875,2.7156896591186523,-3.2134923934936523,1.0883345170454546,4.9130859375,2.4678454399108887,-3.0819811820983887,1.2998490767045454,8.0,2.1099226474761963,-3.1099226474761963,2.0014204545454546
260,grpo_train,-3.310835123062134,0.21136240661144257,-3.166013240814209,-3.476300001144409,2.684126138687134,0.626708984375,0.1329018473625183,-1.7881393432617188e-07,0.9999908208847046,0.22983422875404358,0.23116324841976166,0.258495032787323,0.7921346426010132,1.0069429874420166,1.3701041844220871e-05,0.08447728306055069,0.08447728306055069,0.0,1069056,0.896271541249007,4570.0435766285555,,,,,,,,,,,,3.126953125,3.0667030811309814,-3.4575722217559814,0.8939098011363636,4.0205078125,2.766155242919922,-3.268718719482422,1.0969904119318181,4.9072265625,2.6083011627197266,-3.2217044830322266,1.2985174005681819,8.0,2.2953455448150635,-3.2953455448150635,2.0014204545454546
270,grpo_train,-3.25173020362854,0.18816044926643372,-3.09454345703125,-3.413193702697754,2.627798318862915,0.623931884765625,0.1300114244222641,4.898756742477417e-07,0.9999873042106628,0.3388655185699463,0.3401656448841095,0.25640809535980225,0.7981364130973816,1.0009233951568604,1.205918521676755e-05,0.07908265292644501,0.07908265292644501,0.0,1110016,0.9125153748318553,4488.691492737587,,,,,,,,,,,,3.087890625,2.992361307144165,-3.378347635269165,0.8850319602272727,3.978515625,2.8212456703186035,-3.3185601234436035,1.0874467329545454,4.8994140625,2.5501868724823,-3.1626136302948,1.2967418323863635,8.0,2.147400140762329,-3.14739990234375,2.0014204545454546
280,grpo_train,-3.3008298873901367,0.17886462807655334,-3.133124828338623,-3.486133575439453,2.6767454147338867,0.62408447265625,0.13408316671848297,2.4633482098579407e-07,0.9999924302101135,0.38504379987716675,0.38638463616371155,0.2576617896556854,0.79949951171875,0.9918652772903442,1.0887797142022524e-05,0.0799429789185524,0.0799429789185524,0.0,1150976,0.9107155418023467,4497.562424260195,,,,,,,,,,,,3.08203125,3.08174991607666,-3.46700382232666,0.8837002840909091,3.9892578125,2.780719518661499,-3.279376745223999,1.0898881392045454,4.8994140625,2.622119188308716,-3.234545946121216,1.2967418323863635,8.0,2.2223925590515137,-3.2223925590515137,2.0014204545454546
290,grpo_train,-3.2350125312805176,0.12996011972427368,-3.140899896621704,-3.3624391555786133,2.6110191345214844,0.623992919921875,0.14032575488090515,3.0687078833580017e-07,0.9999868273735046,0.2966556251049042,0.2980588972568512,0.26310163736343384,0.7964273691177368,1.007822036743164,1.01997115928614e-05,0.09085039794445038,0.09085039794445038,0.0,1191936,0.9480307907797396,4320.534775701861,,,,,,,,,,,,3.111328125,2.9594826698303223,-3.3483986854553223,0.8903586647727273,3.98046875,2.6944503784179688,-3.1920089721679688,1.087890625,4.8759765625,2.586074113845825,-3.195571184158325,1.2914151278409092,8.0,2.204070568084717,-3.2040703296661377,2.0014204545454546
299,grpo_train,-3.19851016998291,0.19383679330348969,-3.026420831680298,-3.4039382934570312,2.574242353439331,0.624267578125,0.13545113801956177,4.150206223130226e-07,0.999991774559021,0.29839521646499634,0.2997497320175171,0.2585412263870239,0.793212890625,0.9983811378479004,1e-05,0.08391723036766052,0.08391723036766052,0.0,1228800,0.8612764170393348,4755.7322120581575,,,,,,,,,,,,3.09375,2.9914846420288086,-3.3782033920288086,0.8863636363636364,4.0029296875,2.6529648303985596,-3.1533312797546387,1.0929953835227273,4.8798828125,2.5121185779571533,-3.122103691101074,1.2923029119318181,8.0,2.1404013633728027,-3.1404013633728027,2.0014204545454546
299,validation,,,,,,,,,,,,0.24536040872335435,,,,,,,,,,2.160900580883026,8.678950236674016,0.3658203125,0.5379824608564376,0.522100830078125,4.176806640625,0.522100830078125,0.477899169921875,4.00473383301869,418009088.0,1.1325128728693181,,,,,,,,,,,,,,,,
