model,router_type,training_method,target_density,lambda_density,lambda_grpo,num_seeds,val_loss_mean,val_loss_std,val_perplexity_mean,val_perplexity_std,val_accuracy_mean,val_accuracy_std,layers_per_token_mean,layers_per_token_std,compute_fraction_mean,compute_fraction_std,skip_fraction_mean,skip_fraction_std,training_time_sec_mean,training_time_sec_std,seconds_per_step_mean,seconds_per_step_std,tokens_per_sec_mean,tokens_per_sec_std,generation_tokens_per_sec_mean,generation_tokens_per_sec_std
dense,none,supervised,1.0,0.0,nan,1,2.0018251061439516,0.0,7.40255422462401,0.0,0.4123291015625,0.0,4.0,0.0,1.0,0.0,0.0,0.0,66.26440787501633,0.0,0.0626823996854946,0.0,61812.97217241587,0.0,51.48612776603793,0.0
sparse,linear,supervised,0.5,0.1,nan,1,2.8644146728515625,0.0,17.538784272951993,0.0,0.1964794921875,0.0,3.9935009765625,0.0,0.4991876220703125,0.0,0.5008123779296875,0.0,234.9435199587606,0.0,0.14978960803709923,0.0,17433.977326631382,0.0,12.012582760228318,0.0
