step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability
199,validation,,,,2.577084994316101,13.158724442215034,0.25223388671875,,0.0,,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,0.2792391669936478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,train,2.526930809020996,12.515036095029842,0.262451171875,,,,2.526930809020996,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6823880672454834,0.0,0.6823880672454834,823296,0.06342324987053871,64581.99490503669,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,train,2.530414581298828,12.558711664529909,0.27099609375,,,,2.530414581298828,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6139737963676453,0.0,0.6139737963676453,905216,0.06053724978119135,67660.82064852257,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
240,train,2.5301127433776855,12.554921541139116,0.259033203125,,,,2.5301127433776855,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5978606343269348,0.0,0.5978606343269348,987136,0.06194825004786253,66119.70470247898,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
260,train,2.500394582748413,12.187301911157785,0.2705078125,,,,2.500394582748413,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5541902184486389,0.0,0.5541902184486389,1069056,0.059332374949008226,69034.8229532394,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,train,2.5531232357025146,12.847165915619,0.242431640625,,,,2.5531232357025146,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6768916249275208,0.0,0.6768916249275208,1150976,0.059887791983783245,68394.5736571677,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
300,train,2.5104598999023438,12.310590398138181,0.267822265625,,,,2.5104598999023438,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.33290305733680725,0.0,0.33290305733680725,1232896,0.059298624750226736,69074.11457268811,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,train,2.527775287628174,12.525609239048771,0.236328125,,,,2.527775287628174,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5401718616485596,0.0,0.5401718616485596,1314816,0.06173966592177749,66343.08655297103,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
340,train,2.5080111026763916,12.28048113930226,0.26611328125,,,,2.5080111026763916,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.42526817321777344,0.0,0.42526817321777344,1396736,0.06001824978739023,68245.90877790916,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
360,train,2.518017292022705,12.403978798909089,0.264404296875,,,,2.518017292022705,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.46038007736206055,0.0,0.46038007736206055,1478656,0.05928387492895126,69091.30020446284,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
380,train,2.482344388961792,11.969292227546878,0.27880859375,,,,2.482344388961792,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.25988802313804626,0.0,0.25988802313804626,1560576,0.05852170800790191,69991.1219174761,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
399,validation,,,,2.5678436160087585,13.03767986244301,0.23455810546875,,0.0,,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,0.2764438749291003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,train,2.504682779312134,12.239675671567163,0.245361328125,,,,2.504682779312134,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.4181172549724579,0.0,0.4181172549724579,1642496,0.05541383335366845,73916.56112036221,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
420,train,2.5592150688171387,12.925667573102098,0.22802734375,,,,2.5592150688171387,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5106285214424133,0.0,0.5106285214424133,1724416,0.057486915960907936,71250.99566630689,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
440,train,2.4837279319763184,11.985863719239495,0.281005859375,,,,2.4837279319763184,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.31622496247291565,0.0,0.31622496247291565,1806336,0.1447208747267723,28302.758725948122,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
460,train,2.485062599182129,12.00187153865841,0.271728515625,,,,2.485062599182129,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.29521089792251587,0.0,0.29521089792251587,1888256,0.08308112528175116,49301.20994521111,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
480,train,2.4755969047546387,11.888801477687768,0.273193359375,,,,2.4755969047546387,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.30200400948524475,0.0,0.30200400948524475,1970176,0.061903833877295256,66167.14577192461,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
500,train,2.4739456176757812,11.86918585339527,0.283447265625,,,,2.4739456176757812,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.3520587682723999,0.0,0.3520587682723999,2052096,0.055155707988888025,74262.48613879098,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
520,train,2.4751763343811035,11.883802451304295,0.27197265625,,,,2.4751763343811035,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.4849465787410736,0.0,0.4849465787410736,2134016,0.05930937500670552,69061.59438599557,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
540,train,2.39046049118042,10.918520668042747,0.31201171875,,,,2.39046049118042,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.274752140045166,0.0,0.274752140045166,2215936,0.06300487508997321,65010.842322134056,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
560,train,2.415501117706299,11.195379154824732,0.27978515625,,,,2.415501117706299,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.43840059638023376,0.0,0.43840059638023376,2297856,0.05989162530750036,68390.19610788637,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
580,train,2.4232163429260254,11.282088085780044,0.27685546875,,,,2.4232163429260254,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5175619125366211,0.0,0.5175619125366211,2379776,0.0594435422681272,68905.71866535985,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
599,validation,,,,2.41644047498703,11.205900556648398,0.3026611328125,,0.0,,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,0.2764308750629425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
600,train,2.370312213897705,10.700732680083243,0.310546875,,,,2.370312213897705,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.33235007524490356,0.0,0.33235007524490356,2461696,0.05591899994760752,73248.80637775509,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
620,train,2.2521462440490723,9.508120700558212,0.34228515625,,,,2.2521462440490723,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.30918970704078674,0.0,0.30918970704078674,2543616,0.08135370910167694,50348.04245840549,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
640,train,2.281461238861084,9.790976917638472,0.334228515625,,,,2.281461238861084,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.34831634163856506,0.0,0.34831634163856506,2625536,0.057060500141233206,71783.45773103622,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
660,train,2.2632246017456055,9.614040689166767,0.3408203125,,,,2.2632246017456055,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.33812177181243896,0.0,0.33812177181243896,2707456,0.05883716605603695,69615.86144544996,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
680,train,2.229304552078247,9.293400755354721,0.347412109375,,,,2.229304552078247,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.401394784450531,0.0,0.401394784450531,2789376,0.06369416695088148,64307.30153294381,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
700,train,2.235546588897705,9.351591931838822,0.335205078125,,,,2.235546588897705,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.4622272849082947,0.0,0.4622272849082947,2871296,0.06094816606491804,67204.64723478646,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
720,train,2.3012256622314453,9.986414928448246,0.345703125,,,,2.3012256622314453,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.7642258405685425,0.0,0.7642258405685425,2953216,0.05724975001066923,71546.16394371429,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
740,train,2.119101047515869,8.323651556199978,0.37158203125,,,,2.119101047515869,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.4637790620326996,0.0,0.4637790620326996,3035136,0.05792899988591671,70707.24521511704,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
760,train,2.048576593399048,7.756852090083346,0.39306640625,,,,2.048576593399048,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5225903987884521,0.0,0.5225903987884521,3117056,0.058499333914369345,70017.89124634612,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
780,train,2.1137094497680664,8.27889453955246,0.37109375,,,,2.1137094497680664,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6375462412834167,0.0,0.6375462412834167,3198976,0.05758375022560358,71131.178222199,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,validation,,,,2.158035123348236,8.654116670081573,0.36651611328125,,0.0,,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,0.27051533292979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800,train,2.055460214614868,7.810431520381972,0.400146484375,,,,2.055460214614868,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.4461194574832916,0.0,0.4461194574832916,3280896,0.053390124812722206,76718.3072593974,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,train,2.051982879638672,7.78331920030626,0.388916015625,,,,2.051982879638672,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6196935176849365,0.0,0.6196935176849365,3362816,0.05882016709074378,69635.98035484951,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
840,train,2.0438146591186523,7.720002278033125,0.379638671875,,,,2.0438146591186523,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6357882618904114,0.0,0.6357882618904114,3444736,0.05982720758765936,68463.83385015094,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
860,train,2.0243616104125977,7.571275977757244,0.401611328125,,,,2.0243616104125977,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.5558487176895142,0.0,0.5558487176895142,3526656,0.06031562527641654,67909.43443309606,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
880,train,1.9990179538726807,7.381803266894852,0.41455078125,,,,1.9990179538726807,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.8660560250282288,0.0,0.8660560250282288,3608576,0.053063500206917524,77190.53556640488,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
900,train,2.002885341644287,7.410406837479982,0.403076171875,,,,2.002885341644287,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.779502809047699,0.0,0.779502809047699,3690496,0.059281500056385994,69094.06806683472,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
920,train,1.9069609642028809,6.732597073246118,0.4453125,,,,1.9069609642028809,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6275750994682312,0.0,0.6275750994682312,3772416,0.05852154176682234,69991.32073998345,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
940,train,1.9798905849456787,7.241950563396082,0.41259765625,,,,1.9798905849456787,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,1.0035139322280884,0.0,1.0035139322280884,3854336,0.06041762512177229,67794.7865667423,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
960,train,1.840620994567871,6.300449591414914,0.44775390625,,,,1.840620994567871,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.7983399033546448,0.0,0.7983399033546448,3936256,0.05973974987864494,68564.06343047295,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
980,train,1.9477508068084717,7.012896469624384,0.409423828125,,,,1.9477508068084717,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6341214776039124,0.0,0.6341214776039124,4018176,0.12808720907196403,31978.21257623561,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
999,train,1.846897840499878,6.340120917954786,0.44189453125,,,,1.846897840499878,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.1,0.6860841512680054,0.0,0.6860841512680054,4096000,0.0636599576100707,64341.85874091805,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
999,validation,,,,2.0053311228752135,7.428553253472687,0.4105712890625,,0.0,,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,0.3291067909449339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
