token_id,token,count,average_skipped_layers,average_executed_layers
0,"
",790,3.8734177215189876,4.1265822784810124
1, ,3089,4.674975720297831,3.325024279702169
2,!,42,3.880952380952381,4.119047619047619
5,',128,3.109375,4.890625
6,",",389,4.732647814910026,3.2673521850899743
7,-,34,3.6176470588235294,4.382352941176471
8,.,159,3.993710691823899,4.0062893081761
10,:,216,4.0,4.0
11,;,70,4.1,3.9000000000000004
12,?,44,3.8636363636363638,4.136363636363637
13,A,180,2.727777777777778,5.272222222222222
14,B,60,2.45,5.55
15,C,57,3.3859649122807016,4.614035087719298
16,D,27,3.3333333333333335,4.666666666666666
17,E,84,2.0833333333333335,5.916666666666666
18,F,17,3.176470588235294,4.8235294117647065
19,G,49,3.163265306122449,4.836734693877551
20,H,60,2.933333333333333,5.066666666666666
21,I,252,4.138888888888889,3.8611111111111107
22,J,1,3.0,5.0
23,K,30,2.3333333333333335,5.666666666666666
24,L,63,2.746031746031746,5.253968253968254
25,M,43,2.9767441860465116,5.023255813953488
26,N,97,4.051546391752577,3.948453608247423
27,O,170,2.3411764705882354,5.658823529411764
28,P,82,3.1951219512195124,4.804878048780488
30,R,108,2.388888888888889,5.611111111111111
31,S,91,2.4725274725274726,5.527472527472527
32,T,160,3.59375,4.40625
33,U,44,2.772727272727273,5.227272727272727
34,V,4,3.25,4.75
35,W,52,3.0384615384615383,4.961538461538462
37,Y,10,3.8,4.2
38,Z,10,2.8,5.2
39,a,1075,4.517209302325582,3.4827906976744183
40,b,211,3.1421800947867298,4.857819905213271
41,c,255,3.2745098039215685,4.7254901960784315
42,d,552,4.208333333333333,3.791666666666667
43,e,1691,4.036073329390893,3.9639266706091068
44,f,284,4.123239436619718,3.876760563380282
45,g,208,4.336538461538462,3.6634615384615383
46,h,979,3.49438202247191,4.50561797752809
47,i,801,3.2059925093632957,4.794007490636704
48,j,7,2.857142857142857,5.142857142857142
49,k,126,3.8333333333333335,4.166666666666666
50,l,558,3.747311827956989,4.252688172043011
51,m,410,3.4073170731707316,4.592682926829268
52,n,853,3.4349355216881596,4.56506447831184
53,o,1166,4.661234991423671,3.3387650085763294
54,p,202,3.3613861386138613,4.638613861386139
55,q,8,3.375,4.625
56,r,833,3.454981992797119,4.545018007202881
57,s,974,3.614989733059548,4.385010266940451
58,t,1249,4.354683746997598,3.6453162530024024
59,u,471,3.454352441613588,4.5456475583864115
60,v,126,2.8095238095238093,5.190476190476191
61,w,355,3.684507042253521,4.3154929577464785
62,x,3,2.3333333333333335,5.666666666666666
63,y,363,4.355371900826446,3.644628099173554
64,z,8,2.875,5.125
