step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability
0,train,4.184417247772217,65.65522903532276,0.0185546875,,,,4.184417247772217,0.16009026765823364,0.0,0.5,0.8999860882759094,0.90008544921875,7.20068359375,0.90008544921875,0.09991455078125,0.32511258125305176,2.9999999999999997e-05,6.008662223815918,0.01617506705224514,6.008640289306641,4096,0.37398679181933403,10952.258447615712,,0.892578125,0.90380859375,0.904541015625,0.89892578125,0.8994140625,0.89306640625,0.90478515625,0.903564453125,0.8999910354614258,0.8999065160751343,0.9001412391662598,0.9001247882843018,0.9001573324203491,0.8997073173522949,0.8997523784637451,0.900107741355896
20,train,3.4781854152679443,32.400874567820324,0.151123046875,,,,3.4781854152679443,0.16681592166423798,0.0,0.5,0.9074629545211792,0.90838623046875,7.26708984375,0.90838623046875,0.09161376953125,0.3081932067871094,6.599999999999999e-05,1.1611361503601074,0.0074873133562505245,1.1611120700836182,86016,0.26471325010061264,15473.347097068945,,0.900390625,0.8994140625,0.905517578125,0.90869140625,0.915771484375,0.90771484375,0.91357421875,0.916015625,0.9001044034957886,0.9002867937088013,0.9043519496917725,0.9073984622955322,0.9107252359390259,0.9090180397033691,0.9122761487960815,0.9155426025390625
40,train,3.0036935806274414,20.15986165094807,0.237060546875,,,,3.0036935806274414,0.169573575258255,0.0,0.5,0.907630443572998,0.9117431640625,7.2939453125,0.9117431640625,0.0882568359375,0.30775541067123413,0.00012599999999999997,1.5313342809677124,0.044531602412462234,1.530686616897583,167936,0.26559737510979176,15421.839159015819,,0.916015625,0.9013671875,0.906982421875,0.907958984375,0.908447265625,0.9130859375,0.917236328125,0.9228515625,0.9007004499435425,0.9022258520126343,0.9038091897964478,0.9063059091567993,0.9103223085403442,0.9098700284957886,0.9108493328094482,0.9169604778289795
60,train,2.7690958976745605,15.944212292011589,0.2490234375,,,,2.7690958976745605,0.17774802446365356,0.0,0.5,0.9211313128471375,0.9212646484375,7.3701171875,0.9212646484375,0.0787353515625,0.27335259318351746,0.000186,0.9841603636741638,0.046574585139751434,0.9830577373504639,249856,0.2706724996678531,15132.678809359179,,0.91259765625,0.896484375,0.90673828125,0.914306640625,0.916015625,0.9365234375,0.9384765625,0.948974609375,0.9019284248352051,0.9037237167358398,0.9079093337059021,0.9157495498657227,0.9260121583938599,0.9288060069084167,0.9354634881019592,0.9494582414627075
80,train,2.642108917236328,14.04278747836088,0.265380859375,,,,2.642108917236328,0.18529552221298218,0.0,0.5,0.9294853806495667,0.929962158203125,7.439697265625,0.929962158203125,0.070037841796875,0.24946314096450806,0.00024599999999999996,0.9382819533348083,0.03824503719806671,0.9375022053718567,331776,0.27139033284038305,15092.65255372616,,0.90576171875,0.90478515625,0.912353515625,0.922119140625,0.939453125,0.93798828125,0.954345703125,0.962890625,0.9035189151763916,0.9064700603485107,0.9121865630149841,0.9217215776443481,0.9353994131088257,0.9422523975372314,0.9507145881652832,0.9636191129684448
100,train,2.588052272796631,13.303834112207719,0.2587890625,,,,2.588052272796631,0.19420817494392395,0.0,0.5,0.9395601749420166,0.94000244140625,7.52001953125,0.94000244140625,0.05999755859375,0.2197681963443756,0.0002999999722532997,0.9778444766998291,0.024755628779530525,0.9775310158729553,413696,0.3737858342938125,10958.146682413757,,0.90234375,0.916015625,0.917724609375,0.936767578125,0.949462890625,0.955810546875,0.964111328125,0.977783203125,0.9054423570632935,0.9107816219329834,0.9179856777191162,0.932857096195221,0.9496986865997314,0.9572781324386597,0.9654356241226196,0.9770025610923767
120,train,2.5492820739746094,12.79791252926237,0.263916015625,,,,2.5492820739746094,0.19548282027244568,0.0,0.5,0.9417005777359009,0.94146728515625,7.53173828125,0.94146728515625,0.05853271484375,0.21221399307250977,0.0002999877638895945,0.8109855651855469,0.01892917975783348,0.8107646107673645,495616,0.26979154208675027,15182.09195261929,,0.90576171875,0.917724609375,0.918701171875,0.933837890625,0.95263671875,0.959716796875,0.96875,0.974609375,0.9072654247283936,0.9124408960342407,0.9204314947128296,0.9338201284408569,0.9490516185760498,0.9610002636909485,0.9690741300582886,0.980520486831665
140,train,2.5180230140686035,12.404049775248163,0.265380859375,,,,2.5180230140686035,0.19849419593811035,0.0,0.5,0.9447098970413208,0.944671630859375,7.557373046875,0.944671630859375,0.055328369140625,0.20205742120742798,0.0002999533604809292,0.9260121583938599,0.033955737948417664,0.9253894090652466,577536,0.2766829580068588,14803.947556099434,,0.90771484375,0.911376953125,0.92333984375,0.933837890625,0.957763671875,0.9677734375,0.96923828125,0.986328125,0.9089799523353577,0.9128503799438477,0.9223819971084595,0.9346336722373962,0.9530788660049438,0.9657375812530518,0.9739699959754944,0.9860471487045288
160,train,2.532888412475586,12.58981825735115,0.279541015625,,,,2.532888412475586,0.19922778010368347,0.0,0.5,0.9455868601799011,0.945526123046875,7.564208984375,0.945526123046875,0.054473876953125,0.1977483332157135,0.0002998967676840031,0.7316529750823975,0.03955954313278198,0.7305827140808105,659456,0.26816529175266623,15274.161593506351,,0.91015625,0.9091796875,0.92919921875,0.93798828125,0.95263671875,0.9609375,0.978759765625,0.9853515625,0.9102755188941956,0.9161245822906494,0.924261748790741,0.9353119730949402,0.9536278247833252,0.9651581048965454,0.9752379059791565,0.9846973419189453
180,train,2.4853482246398926,12.00530006832503,0.274169921875,,,,2.4853482246398926,0.2016080617904663,0.0,0.5,0.9484294652938843,0.948150634765625,7.585205078125,0.948150634765625,0.051849365234375,0.18941527605056763,0.0002998179948039535,0.8176603317260742,0.03650480881333351,0.8168450593948364,741376,0.275132916867733,14887.349891213144,,0.910888671875,0.91943359375,0.926513671875,0.937255859375,0.949462890625,0.9716796875,0.978515625,0.991455078125,0.9122374653816223,0.9168165922164917,0.9259767532348633,0.9363222718238831,0.9560708403587341,0.9680984020233154,0.9808324575424194,0.9910805225372314
